日期(月/日/年),比特币价值,是否可以买卖黄金,黄金价值
4/20/21,55703.14,0,1777.85
4/21/21,56507.91,0,1798.2
4/22/21,53808.8,0,1787.75
4/23/21,51731.71,0,1781.8
4/24/21,51153.13,1
4/25/21,50110.53,1
4/26/21,49075.58,0,1773.35
4/27/21,54056.64,0,1784.15
4/28/21,55071.46,0,1772.2
4/29/21,54884.1,0,1762.65
4/30/21,53584.15,0,1767.65
5/1/21,57796.62,1
5/2/21,57857.5,1
5/3/21,56610.46,1
5/4/21,57213.33,0,1797.75
5/5/21,53241.72,0,1782.25
5/6/21,57473.23,0,1813.15
5/7/21,56428.16,0,1836.55
5/8/21,57380.27,1
5/9/21,58928.81,1
5/10/21,58280.73,0,1840.45
5/11/21,55883.5,0,1829.1
5/12/21,56750.0,0,1830.7
5/13/21,49007.09,0,1821.8
5/14/21,49702.27,0,1838.1
5/15/21,49922.52,1
5/16/21,46736.58,1
5/17/21,46441.64,0,1853.7
5/18/21,43596.24,0,1866.75
5/19/21,42912.19,0,1888.45
5/20/21,36964.27,0,1878.3
5/21/21,40784.32,0,1875.9
5/22/21,37280.35,1
5/23/21,37528.3,1
5/24/21,34754.54,0,1880.15
5/25/21,38728.59,0,1887.0
5/26/21,38410.5,0,1899.75
5/27/21,39266.04,0,1891.45
5/28/21,38445.29,0,1899.95
5/29/21,35689.62,1
5/30/21,34647.67,1
5/31/21,35684.59,1
6/1/21,37310.54,0,1899.35
6/2/21,36662.64,0,1902.75
6/3/21,37585.24,0,1866.55
6/4/21,39188.59,0,1890.6
6/5/21,36885.51,1
6/6/21,35530.38,1
6/7/21,35816.17,0,1888.4
6/8/21,33514.87,0,1893.15
6/9/21,33450.19,0,1894.6
6/10/21,37338.36,0,1888.65
6/11/21,36704.57,0,1881.05
6/12/21,37313.18,1
6/13/21,35494.9,1
6/14/21,39066.82,0,1865.6
6/15/21,40525.8,0,1865.1
6/16/21,40188.56,0,1860.75
6/17/21,38324.87,0,1778.7
6/18/21,38068.04,0,1773.1
6/19/21,35729.82,1
6/20/21,35524.17,1
6/21/21,35592.35,0,1775.05
6/22/21,31686.55,0,1775.05
6/23/21,32447.59,0,1791.6
6/24/21,33674.66,0,1784.85
6/25/21,34639.38,0,1786.65
6/26/21,31640.58,1
6/27/21,32160.91,1
6/28/21,34644.45,0,1780.3
6/29/21,34456.67,0,1755.45
6/30/21,35847.7,0,1763.15
7/1/21,35047.36,0,1781.5
7/2/21,33536.88,0,1786.15
7/3/21,33856.86,1
7/4/21,34688.98,1
7/5/21,35309.3,0,1791.35
7/6/21,33747.97,0,1809.85
7/7/21,34211.01,0,1804.65
7/8/21,33839.04,0,1807.7
7/9/21,32877.41,0,1806.0
7/10/21,33818.52,1
7/11/21,33515.57,1
7/12/21,34227.64,0,1792.4
7/13/21,33158.25,0,1813.85
7/14/21,32686.56,0,1823.2
7/15/21,32814.61,0,1823.75
7/16/21,31738.59,0,1824.3
7/17/21,31421.25,1
7/18/21,31520.66,1
7/19/21,31783.49,0,1814.9
7/20/21,30815.94,0,1823.05
7/21/21,29790.24,0,1802.15
7/22/21,32118.06,0,1799.45
7/23/21,32297.89,0,1799.6
7/24/21,33581.63,1
7/25/21,34279.34,1
7/26/21,35365.2,0,1800.2
7/27/21,37318.14,0,1800.35
7/28/21,39405.95,0,1796.6
7/29/21,40002.53,0,1829.3
7/30/21,40005.93,0,1825.75
7/31/21,42214.15,1
8/1/21,41659.06,1
8/2/21,40000.46,0,1811.45
8/3/21,39193.94,0,1812.65
8/4/21,38138.0,0,1829.1
8/5/21,39750.14,0,1800.75
8/6/21,40882.0,0,1762.9
8/7/21,42825.95,1
8/8/21,44634.13,1
8/9/21,43816.14,0,1738.85
8/10/21,46333.46,0,1723.35
8/11/21,45608.37,0,1743.6
8/12/21,45611.46,0,1747.4
8/13/21,44417.78,0,1773.85
8/14/21,47833.98,1
8/15/21,47112.19,1
8/16/21,47056.41,0,1786.35
8/17/21,45982.55,0,1789.45
8/18/21,44648.57,0,1783.45
8/19/21,44777.86,0,1782.05
8/20/21,46734.65,0,1779.05
8/21/21,49327.75,1
8/22/21,48932.02,1
8/23/21,49335.68,0,1802.0
8/24/21,49523.5,0,1808.45
8/25/21,47744.58,0,1788.7
8/26/21,48972.09,0,1786.6
8/27/21,46962.8,0,1798.5
8/28/21,49056.86,1
8/29/21,48897.65,1
8/30/21,48806.78,1
8/31/21,47074.77,0,1814.85
9/1/21,47155.87,0,1811.8
9/2/21,48862.76,0,1812.55
9/3/21,49329.01,0,1823.7
9/4/21,50035.33,1
9/5/21,49947.38,1
9/6/21,51769.06,0,1821.6
9/7/21,52677.4,0,1802.15
9/8/21,46809.17,0,1786.0
9/9/21,46078.38,0,1788.25
9/10/21,46368.69,0,1794.6
